Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;counterbalance-nev8;checkpoint-hsvv;checkpoint-txsb;checkpoint-9u81;checkpoint-xbnd;Spreadsheet;Current Spreadsheet;Trial Number;Display;Screen;Screen ID;Screen Counter;Response Type;Response;Onset Time;Clock Time;Reaction Time;Absolute Onset Time;Absolute Clock Time;Absolute Reaction Time;Correct;Response Onset;Response Duration;Proportion;Tag;Component Name;Object Name;Object Number;Object ID;Spreadsheet: display;Manipulation: Spreadsheet
3;1684603013588;20/05/2023 17:16:53;1684610213588;2;20/05/2023 21:16:53;132490;1;task-gtxd;;29633982;s3fy56fc;8810270;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x657;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684584776695;20/05/2023 12:12:56;1684591976695;2;20/05/2023 16:12:56;132490;1;task-gtxd;;29631393;q0jjveon;8809514;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684584787276;20/05/2023 12:13:07;1684591987276;2;20/05/2023 16:13:07;132490;1;task-gtxd;;29631393;q0jjveon;8809514;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;10607.01;10590.679000000002;10607.01;10607.01;10590.679000000002;10607.01;1;10607.01;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684584787281;20/05/2023 12:13:07;1684591987281;2;20/05/2023 16:13:07;132490;1;task-gtxd;;29631393;q0jjveon;8809514;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684571736163;20/05/2023 08:35:36;1684578936163;2;20/05/2023 12:35:36;132490;1;task-gtxd;;29630256;15obsyjt;8809182;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684571741561;20/05/2023 08:35:41;1684578941561;2;20/05/2023 12:35:41;132490;1;task-gtxd;;29630256;15obsyjt;8809182;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;5413.419;5396.675;5413.419;5413.419;5396.675;5413.419;1;5413.419;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684571741563;20/05/2023 08:35:41;1684578941563;2;20/05/2023 12:35:41;132490;1;task-gtxd;;29630256;15obsyjt;8809182;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684534068998;19/05/2023 22:07:48;1684541268998;2;20/05/2023 02:07:48;132490;1;task-gtxd;;29627562;3u4uzsn6;8808626;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 112.0.0.0;1440x900;1440x821;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684534102156;19/05/2023 22:08:22;1684541302156;2;20/05/2023 02:08:22;132490;1;task-gtxd;;29627562;3u4uzsn6;8808626;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 112.0.0.0;1440x900;1440x821;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;33180.176000047686;33172.01;33180.176000047686;33180.176000047686;33172.01;33180.176000047686;1;33180.176000047686;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684534102163;19/05/2023 22:08:22;1684541302163;2;20/05/2023 02:08:22;132490;1;task-gtxd;;29627562;3u4uzsn6;8808626;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 112.0.0.0;1440x900;1440x821;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1685281286520;28/05/2023 13:41:26;1685288486520;2;28/05/2023 17:41:26;132490;1;task-gtxd;;29761575;j30lhujg;8857245;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1707x802;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1685281299215;28/05/2023 13:41:39;1685288499215;2;28/05/2023 17:41:39;132490;1;task-gtxd;;29761575;j30lhujg;8857245;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1707x802;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;12725.482;12712.181;12725.482;12725.482;12712.181;12725.482;1;12725.482;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1685281299222;28/05/2023 13:41:39;1685288499222;2;28/05/2023 17:41:39;132490;1;task-gtxd;;29761575;j30lhujg;8857245;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1707x802;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
END OF FILE
