Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;counterbalance-nev8;checkpoint-hsvv;checkpoint-txsb;checkpoint-9u81;checkpoint-xbnd;Spreadsheet;Current Spreadsheet;Trial Number;Display;Screen;Screen ID;Screen Counter;Response Type;Response;Onset Time;Clock Time;Reaction Time;Absolute Onset Time;Absolute Clock Time;Absolute Reaction Time;Correct;Response Onset;Response Duration;Proportion;Tag;Component Name;Object Name;Object Number;Object ID;Spreadsheet: display;Manipulation: Spreadsheet
3;1685091084734;26/05/2023 08:51:24;1685098284734;2;26/05/2023 12:51:24;132490;1;task-gtxd;;29733082;jxz1q7xl;8846280;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 16.3;1440x900;1080x658;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1685043778107;25/05/2023 19:42:58;1685050978107;2;25/05/2023 23:42:58;132490;1;task-gtxd;;29727627;87fjl2oa;8844783;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x746;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1685043785643;25/05/2023 19:43:05;1685050985643;2;25/05/2023 23:43:05;132490;1;task-gtxd;;29727627;87fjl2oa;8844783;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x746;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;7547.37700000298;7533.1810000000005;7547.37700000298;7547.37700000298;7533.1810000000005;7547.37700000298;1;7547.37700000298;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1685043785647;25/05/2023 19:43:05;1685050985647;2;25/05/2023 23:43:05;132490;1;task-gtxd;;29727627;87fjl2oa;8844783;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x746;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1685043521313;25/05/2023 19:38:41;1685050721313;2;25/05/2023 23:38:41;132490;1;task-gtxd;;29727568;r2i34ywm;8844754;;complete;;;computer;Desktop or Laptop;Chromium OS 14541.0.0;Chrome 113.0.0.0;1920x1080;1920x977;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1685043528926;25/05/2023 19:38:48;1685050728926;2;25/05/2023 23:38:48;132490;1;task-gtxd;;29727568;r2i34ywm;8844754;;complete;;;computer;Desktop or Laptop;Chromium OS 14541.0.0;Chrome 113.0.0.0;1920x1080;1920x977;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;7645.701000001491;7633.614000000001;7645.701000001491;7645.701000001491;7633.614000000001;7645.701000001491;1;7645.701000001491;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1685043528930;25/05/2023 19:38:48;1685050728930;2;25/05/2023 23:38:48;132490;1;task-gtxd;;29727568;r2i34ywm;8844754;;complete;;;computer;Desktop or Laptop;Chromium OS 14541.0.0;Chrome 113.0.0.0;1920x1080;1920x977;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1685042566443;25/05/2023 19:22:46;1685049766443;2;25/05/2023 23:22:46;132490;1;task-gtxd;;29727402;55fj9cs4;8844707;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 113.0.0.0;1440x900;1440x789;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1685042570686;25/05/2023 19:22:50;1685049770686;2;25/05/2023 23:22:50;132490;1;task-gtxd;;29727402;55fj9cs4;8844707;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 113.0.0.0;1440x900;1440x789;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;4260.042000000372;4250.116;4260.042000000372;4260.042000000372;4250.116;4260.042000000372;1;4260.042000000372;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1685042570688;25/05/2023 19:22:50;1685049770688;2;25/05/2023 23:22:50;132490;1;task-gtxd;;29727402;55fj9cs4;8844707;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 113.0.0.0;1440x900;1440x789;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1685030484948;25/05/2023 16:01:24;1685037684948;2;25/05/2023 20:01:24;132490;1;task-gtxd;;29724442;zcszviw5;8843525;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.6.1;1512x982;1512x893;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1685030488743;25/05/2023 16:01:28;1685037688743;2;25/05/2023 20:01:28;132490;1;task-gtxd;;29724442;zcszviw5;8843525;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.6.1;1512x982;1512x893;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;5541;5529;5541;5541;5529;5541;1;5541;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1685030488745;25/05/2023 16:01:28;1685037688745;2;25/05/2023 20:01:28;132490;1;task-gtxd;;29724442;zcszviw5;8843525;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.6.1;1512x982;1512x893;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1685029553342;25/05/2023 15:45:53;1685036753342;2;25/05/2023 19:45:53;132490;1;task-gtxd;;29724125;d8vbsm7i;8843547;;complete;;;computer;Desktop or Laptop;Windows 10;Opera 98.0.0.0;1536x864;1496x715;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1685029562602;25/05/2023 15:46:02;1685036762602;2;25/05/2023 19:46:02;132490;1;task-gtxd;;29724125;d8vbsm7i;8843547;;complete;;;computer;Desktop or Laptop;Windows 10;Opera 98.0.0.0;1536x864;1496x715;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;9293.516;9276.895;9293.516;9293.516;9276.895;9293.516;1;9293.516;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1685029562606;25/05/2023 15:46:02;1685036762606;2;25/05/2023 19:46:02;132490;1;task-gtxd;;29724125;d8vbsm7i;8843547;;complete;;;computer;Desktop or Laptop;Windows 10;Opera 98.0.0.0;1536x864;1496x715;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1685022174421;25/05/2023 13:42:54;1685029374421;2;25/05/2023 17:42:54;132490;1;task-gtxd;;29721194;anca7sid;8842360;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 113.0.1774.50;1536x864;1482x746;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1685022177096;25/05/2023 13:42:57;1685029377096;2;25/05/2023 17:42:57;132490;1;task-gtxd;;29721194;anca7sid;8842360;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 113.0.1774.50;1536x864;1482x746;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;2683.8530000953674;2666.796;2683.8530000953674;2683.8530000953674;2666.796;2683.8530000953674;1;2683.8530000953674;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1685022177103;25/05/2023 13:42:57;1685029377103;2;25/05/2023 17:42:57;132490;1;task-gtxd;;29721194;anca7sid;8842360;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 113.0.1774.50;1536x864;1482x746;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1685019360832;25/05/2023 12:56:00;1685026560832;2;25/05/2023 16:56:00;132490;1;task-gtxd;;29719879;120x2v0s;8841869;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 113.0.1774.50;1536x864;1482x746;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1685019362360;25/05/2023 12:56:02;1685026562360;2;25/05/2023 16:56:02;132490;1;task-gtxd;;29719879;120x2v0s;8841869;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 113.0.1774.50;1536x864;1482x746;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;1535.4169999523162;1531.6519999999998;1535.4169999523162;1535.4169999523162;1531.6519999999998;1535.4169999523162;1;1535.4169999523162;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1685019362361;25/05/2023 12:56:02;1685026562361;2;25/05/2023 16:56:02;132490;1;task-gtxd;;29719879;120x2v0s;8841869;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 113.0.1774.50;1536x864;1482x746;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1685019339818;25/05/2023 12:55:39;1685026539818;2;25/05/2023 16:55:39;132490;1;task-gtxd;;29719872;xct0v920;8841999;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x656;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1685019343852;25/05/2023 12:55:43;1685026543852;2;25/05/2023 16:55:43;132490;1;task-gtxd;;29719872;xct0v920;8841999;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x656;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;4072.966;4062.7369999999996;4072.966;4072.966;4062.7369999999996;4072.966;1;4072.966;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1685019343856;25/05/2023 12:55:43;1685026543856;2;25/05/2023 16:55:43;132490;1;task-gtxd;;29719872;xct0v920;8841999;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x656;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1685007591542;25/05/2023 09:39:51;1685014791542;2;25/05/2023 13:39:51;132490;1;task-gtxd;;29714941;wxl3gmt8;8840647;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 109.0.0.0;1440x900;1440x821;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1685007598661;25/05/2023 09:39:58;1685014798661;2;25/05/2023 13:39:58;132490;1;task-gtxd;;29714941;wxl3gmt8;8840647;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 109.0.0.0;1440x900;1440x821;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;7148.227;7133.048;7148.227;7148.227;7133.048;7148.227;1;7148.227;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1685007598664;25/05/2023 09:39:58;1685014798664;2;25/05/2023 13:39:58;132490;1;task-gtxd;;29714941;wxl3gmt8;8840647;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 109.0.0.0;1440x900;1440x821;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684921489754;24/05/2023 09:44:49;1684928689754;2;24/05/2023 13:44:49;132490;1;task-gtxd;;29692467;nko6c8o3;8833999;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1168x657;1298x613;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684921500163;24/05/2023 09:45:00;1684928700163;2;24/05/2023 13:45:00;132490;1;task-gtxd;;29692467;nko6c8o3;8833999;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1168x657;1298x613;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;10462.229;10449.14;10462.229;10462.229;10449.14;10462.229;1;10462.229;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684921500169;24/05/2023 09:45:00;1684928700169;2;24/05/2023 13:45:00;132490;1;task-gtxd;;29692467;nko6c8o3;8833999;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1168x657;1298x613;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684917568846;24/05/2023 08:39:28;1684924768846;2;24/05/2023 12:39:28;132490;1;task-gtxd;;29691316;99i3q9xs;8833728;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x649;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684917675993;24/05/2023 08:41:15;1684924875993;2;24/05/2023 12:41:15;132490;1;task-gtxd;;29691316;99i3q9xs;8833728;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x649;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;107193.09600009536;107176.753;107193.09600009536;107193.09600009536;107176.753;107193.09600009536;1;107193.09600009536;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684917676006;24/05/2023 08:41:16;1684924876006;2;24/05/2023 12:41:16;132490;1;task-gtxd;;29691316;99i3q9xs;8833728;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x649;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684916675442;24/05/2023 08:24:35;1684923875442;2;24/05/2023 12:24:35;132490;1;task-gtxd;;29691096;ajozd129;8833653;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1280x648;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684916682264;24/05/2023 08:24:42;1684923882264;2;24/05/2023 12:24:42;132490;1;task-gtxd;;29691096;ajozd129;8833653;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1280x648;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;6831.849;6815.141;6831.849;6831.849;6815.141;6831.849;1;6831.849;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684916682269;24/05/2023 08:24:42;1684923882269;2;24/05/2023 12:24:42;132490;1;task-gtxd;;29691096;ajozd129;8833653;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1280x720;1280x648;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684910774087;24/05/2023 06:46:14;1684917974087;2;24/05/2023 10:46:14;132490;1;task-gtxd;;29689466;eoeeksqr;8833256;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1920x1080;1920x1080;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684910786036;24/05/2023 06:46:26;1684917986036;2;24/05/2023 10:46:26;132490;1;task-gtxd;;29689466;eoeeksqr;8833256;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1920x1080;1920x1080;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;11967.275999999998;11950.605;11967.275999999998;11967.275999999998;11950.605;11967.275999999998;1;11967.275999999998;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684910786047;24/05/2023 06:46:26;1684917986047;2;24/05/2023 10:46:26;132490;1;task-gtxd;;29689466;eoeeksqr;8833256;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1920x1080;1920x1080;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684860453520;23/05/2023 16:47:33;1684867653520;2;23/05/2023 20:47:33;132490;1;task-gtxd;;29682828;5e6pr2jl;8830018;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x657;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684860463774;23/05/2023 16:47:43;1684867663774;2;23/05/2023 20:47:43;132490;1;task-gtxd;;29682828;5e6pr2jl;8830018;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x657;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;10328.299000023842;10313.034;10328.299000023842;10328.299000023842;10313.034;10328.299000023842;1;10328.299000023842;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684860463792;23/05/2023 16:47:43;1684867663792;2;23/05/2023 20:47:43;132490;1;task-gtxd;;29682828;5e6pr2jl;8830018;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x657;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684856227954;23/05/2023 15:37:07;1684863427954;2;23/05/2023 19:37:07;132490;1;task-gtxd;;29680177;hdc99nuh;8829272;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x657;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684856232725;23/05/2023 15:37:12;1684863432725;2;23/05/2023 19:37:12;132490;1;task-gtxd;;29680177;hdc99nuh;8829272;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x657;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;4793.060999999255;4783.087;4793.060999999255;4793.060999999255;4783.087;4793.060999999255;1;4793.060999999255;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684856232729;23/05/2023 15:37:12;1684863432729;2;23/05/2023 19:37:12;132490;1;task-gtxd;;29680177;hdc99nuh;8829272;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x657;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684771225645;22/05/2023 16:00:25;1684778425645;2;22/05/2023 20:00:25;132490;1;task-gtxd;;29657651;p2ja732l;8818061;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x722;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684771229731;22/05/2023 16:00:29;1684778429731;2;22/05/2023 20:00:29;132490;1;task-gtxd;;29657651;p2ja732l;8818061;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x722;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;4121.157;4113.791;4121.157;4121.157;4113.791;4121.157;1;4121.157;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684771229734;22/05/2023 16:00:29;1684778429734;2;22/05/2023 20:00:29;132490;1;task-gtxd;;29657651;p2ja732l;8818061;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x722;feedback_check;;;Bye;2;Spreadsheet_even;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684682174696;21/05/2023 15:16:14;1684689374696;2;21/05/2023 19:16:14;132490;1;task-gtxd;;29639240;g2bogghk;8811747;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1517x694;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684682178472;21/05/2023 15:16:18;1684689378472;2;21/05/2023 19:16:18;132490;1;task-gtxd;;29639240;g2bogghk;8811747;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1517x694;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;3812.3430000000008;3795.6310000000003;3812.3430000000008;3812.3430000000008;3795.6310000000003;3812.3430000000008;1;3812.3430000000008;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684682178480;21/05/2023 15:16:18;1684689378480;2;21/05/2023 19:16:18;132490;1;task-gtxd;;29639240;g2bogghk;8811747;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1517x694;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684663687856;21/05/2023 10:08:07;1684670887856;2;21/05/2023 14:08:07;132490;1;task-gtxd;;29637617;kemg3dm6;8811203;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684663690238;21/05/2023 10:08:10;1684670890238;2;21/05/2023 14:08:10;132490;1;task-gtxd;;29637617;kemg3dm6;8811203;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;2399.511;2383.368;2399.511;2399.511;2383.368;2399.511;1;2399.511;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
3;1684663690241;21/05/2023 10:08:10;1684670890241;2;21/05/2023 14:08:10;132490;1;task-gtxd;;29637617;kemg3dm6;8811203;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1536x864;1536x714;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;END;;;;;;;0;;;;;;;;;;
1;1684603001726;20/05/2023 17:16:41;1684610201726;2;20/05/2023 21:16:41;132490;1;task-gtxd;;29633982;s3fy56fc;8810270;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x657;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;;;;;;;BEGIN;;;;;;;0;;;;;;;;;;
2;1684603013579;20/05/2023 17:16:53;1684610213579;2;20/05/2023 21:16:53;132490;1;task-gtxd;;29633982;s3fy56fc;8810270;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x657;feedback_check;;;Bye;2;Spreadsheet_odd;Consent Check;task_check;Demo_check;feedback_check;Spreadsheet1;Spreadsheet1;1;Bye;Screen 1;gp16u7;1;continue;;11895.783000047684;11879.710000000001;11895.783000047684;11895.783000047684;11879.710000000001;11895.783000047684;1;11895.783000047684;0;0;;Click To Continue;Continue Button;2;object-4;Bye;
