file,file_emotion,file_emotion_level,file_gender,file_id,file_duration,size_w,size_h,trigger,loop_practice_full.thisRepN,loop_practice_full.thisTrialN,loop_practice_full.thisN,loop_practice_full.thisIndex,loop_istr_practice.thisRepN,loop_istr_practice.thisTrialN,loop_istr_practice.thisN,loop_istr_practice.thisIndex,tuto.thisRepN,tuto.thisTrialN,tuto.thisN,tuto.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,exp_blocks.thisRepN,exp_blocks.thisTrialN,exp_blocks.thisN,exp_blocks.thisIndex,istr_1.thisRepN,istr_1.thisTrialN,istr_1.thisN,istr_1.thisIndex,istr_2.thisRepN,istr_2.thisTrialN,istr_2.thisN,istr_2.thisIndex,exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,img_tutorial.started,key_resp.started,p_port.started,mov_target.started,p_port.stopped,p_port_2.started,primary.started,img_primary_wheel.started,click_1.started,p_port_2.stopped,primary.x,primary.y,primary.leftButton,primary.midButton,primary.rightButton,primary.time,primary.clicked_name,p_port_4.started,txt_iwi.started,p_port_4.stopped,txt_iwi.stopped,img_secondary_wheel.started,click_2.started,primary_pos.started,p_port_3.started,p_port_3.stopped,secondary.started,secondary.x,secondary.y,secondary.leftButton,secondary.midButton,secondary.rightButton,secondary.time,secondary.clicked_name,p_port_5.started,p_port_5.stopped,kb_end_practice.keys,kb_end_practice.rt,participant,session,group,age,sex,education,practice,experimenter,date,expName,psychopyVersion,frameRate,
stimoli/01.full/M02-Surprise-Face Forward.mp4,surprised,full,maschio,3,6,720,576,51,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,18,18,50,,,0.1320255000027828,1630.1976684999827,0.139342399983434,0.0007265000022016466,0.0007265000022016466,1636.1783633999876,1636.1783633999876,0.016384099988499656,32.0,-145.0,1,0,0,1.7896394999988843,'click_1',2.6399997295811772e-05,1637.968674200005,0.015496699983486906,,1638.4704588000022,1638.4704588000022,1638.4704588000022,0.0013055999879725277,0.017267299990635365,0.0013055999879725277,64.0,-78.0,1,0,0,2.610218000016175,'click_2',1.4099990949034691e-05,0.01544409999041818,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JM2_Surprise.mp4,surprised,subtle,maschio,8,10,1646,926,24,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,19,19,23,,,0.13352989999111742,1642.7061762000085,0.14067090000025928,0.0007255999953486025,0.0007255999953486025,1653.6377176999813,1653.6377176999813,0.016481700004078448,22.0,-102.0,1,0,0,1.840220700018108,'click_1',1.470002462156117e-05,1655.4783975000028,0.01541160000488162,,1655.9802408999822,1655.9802408999822,1655.9802408999822,0.00128900000709109,0.01728290002210997,0.00128900000709109,-55.0,-37.0,1,0,0,8.499656400003005,'click_2',1.400001929141581e-05,0.01592730000265874,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/F01-Anger-Face Forward.mp4,angry,full,femmina,1,6,720,576,33,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,20,20,32,,,0.1336240000091493,1666.1058463999943,0.1411466000135988,0.0007329999934881926,0.0007329999934881926,1672.0843870999815,1672.0843870999815,0.016468299989355728,-20.0,153.0,1,0,0,3.312670100014657,'click_1',1.4600023860111833e-05,1675.3977316999808,0.01566500001354143,,1675.89976629999,1675.89976629999,1675.89976629999,0.0017492000188212842,0.01774220002698712,0.0017492000188212842,-74.0,-53.0,1,0,0,3.84820349997608,'click_2',1.4299992471933365e-05,0.015657000010833144,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/F03-Fear-Face Forward.mp4,fear,full,femmina,2,6,720,576,30,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,21,21,29,,,0.13211420000880025,1681.3723030999827,0.1394846999901347,0.0007216999947559088,0.0007216999947559088,1687.3526095999987,1687.3526095999987,0.016515799972694367,-95.0,-158.0,1,0,0,2.224809199979063,'click_1',1.4599994756281376e-05,1689.5779119000072,0.015470100013772026,,1690.079780400003,1690.079780400003,1690.079780400003,0.0013639999961014837,0.017392200010363013,0.0013639999961014837,-82.0,-118.0,1,0,0,2.509848300018348,'click_2',1.3699987903237343e-05,0.015387099992949516,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JF1_Sadness.mp4,sad,subtle,femmina,5,10,1646,926,17,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,22,22,16,,,0.13349869998637587,1694.2152623999864,0.1408400999789592,0.0007365999917965382,0.0007365999917965382,1704.9963615000015,1704.9963615000015,0.01629599998705089,-119.0,-169.0,1,0,0,1.756422999984352,'click_1',1.3900018529966474e-05,1706.7533788,0.015336500015109777,,1707.255271800008,1707.255271800008,1707.255271800008,0.001333599997451529,0.017259699990972877,0.001333599997451529,-17.0,-63.0,1,0,0,1.5225017000047956,'click_2',1.4599994756281376e-05,0.015617899975040928,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/M03-Disgust-Face Forward.mp4,disgusted,full,maschio,4,6,720,576,40,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,23,23,39,,,0.1303792999824509,1710.4002886999806,0.13763189999735914,0.0007150000019464642,0.0007150000019464642,1716.3832993999822,1716.3832993999822,0.01636420001159422,-107.0,78.0,1,0,0,2.1744393999979366,'click_1',1.4999997802078724e-05,1718.5584436999925,0.015449600003194064,,1719.0602233999816,1719.0602233999816,1719.0602233999816,0.0013210000179242343,0.01721800002269447,0.0013210000179242343,-115.0,80.0,1,0,0,1.68953689999762,'click_2',1.5199999324977398e-05,0.015436400019098073,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/M03-Sadness-Face Forward.mp4,sad,full,maschio,4,6,720,576,48,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,24,24,47,,,0.1307243000192102,1722.3728780999954,0.13807190000079572,0.0006889000069350004,0.0006889000069350004,1728.354070100002,1728.354070100002,0.01649500001803972,-32.0,-201.0,1,0,0,4.8016102999972645,'click_1',1.470002462156117e-05,1733.1560685999866,0.015389200008939952,,1733.6578534999862,1733.6578534999862,1733.6578534999862,0.0012805000005755574,0.017224300012458116,0.0012805000005755574,-88.0,-55.0,1,0,0,2.442764699982945,'click_2',1.4599994756281376e-05,0.0154663999855984,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JF2_Fear.mp4,fear,subtle,femmina,6,10,1646,926,2,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,25,25,1,,,0.13461129998904653,1737.7273718999932,0.14189729999634437,0.0007378999725915492,0.0007378999725915492,1748.1060730000027,1748.1060730000027,0.016498799988767132,0.0,0.0,1,0,0,0.5011658000003081,'click_1',1.4899997040629387e-05,1748.6078281000082,0.015593399992212653,,1749.10978899998,1749.10978899998,1749.10978899998,0.0015983000048436224,0.017570700001670048,0.0015983000048436224,0.0,0.0,1,0,0,0.33425610000267625,'click_2',1.379998866468668e-05,0.015517799998633564,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/M02-Neutral-Face Forward.mp4,neutral,full,maschio,3,6,720,576,55,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,26,26,54,,,0.1321557000046596,1751.0683849999914,0.13949739999952726,0.0006704999832436442,0.0006704999832436442,1757.0484245999833,1757.0484245999833,0.016341699985787272,124.0,-74.0,1,0,0,4.550232799985679,'click_1',1.3899989426136017e-05,1761.599393899989,0.015588600013870746,,1762.1010544000019,1762.1010544000019,1762.1010544000019,0.0013730000064242631,0.01723090000450611,0.0013730000064242631,-2.0,-3.0,1,0,0,1.120752699993318,'click_2',1.4699995517730713e-05,0.015620099991792813,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JF2_Sadness.mp4,sad,subtle,femmina,6,8,1646,926,18,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,27,27,17,,,0.13398119999328628,1764.8480172999843,0.1412959999870509,0.0006759000243619084,0.0006759000243619084,1773.1852270999807,1773.1852270999807,0.016512100002728403,-85.0,-57.0,1,0,0,3.5794805999903474,'click_1',1.3899989426136017e-05,1776.7651190999895,0.01549319998594001,,1777.267069499998,1777.267069499998,1777.267069499998,0.001440399995772168,0.017495899985078722,0.001440399995772168,-67.0,-16.0,1,0,0,1.5891344999836292,'click_2',1.4399993233382702e-05,0.015366799983894452,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JM1_Happiness.mp4,happy,subtle,maschio,7,10,1646,926,15,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,28,28,14,,,0.1322820000059437,1780.4805656999815,0.13955540000461042,0.0007271000067703426,0.0007271000067703426,1790.8598342000041,1790.8598342000041,0.016431399999419227,38.0,148.0,1,0,0,2.090832199988654,'click_1',1.4600023860111833e-05,1792.9514478000056,0.015705300000263378,,1793.4533231999958,1793.4533231999958,1793.4533231999958,0.0016964000242296606,0.017617400008020923,0.0016964000242296606,148.0,110.0,1,0,0,1.3051901999861002,'click_2',1.4199991710484028e-05,0.0158485000138171,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JF2_Happiness.mp4,happy,subtle,femmina,6,9,1646,926,14,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,29,29,13,,,0.13528620000579394,1796.385964199988,0.14254510001046583,0.0007510000141337514,0.0007510000141337514,1805.8429038999893,1805.8429038999893,0.016460000013466924,137.0,187.0,1,0,0,1.4556814999959897,'click_1',1.4400022337213159e-05,1807.2992202999885,0.015557200007606298,,1807.8011098999996,1807.8011098999996,1807.8011098999996,0.0015447000041604042,0.01743259999784641,0.0015447000041604042,190.0,38.0,1,0,0,0.9868063000030816,'click_2',1.379998866468668e-05,0.015468800003873184,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/F03-Surprise-Face Forward.mp4,surprised,full,femmina,2,6,720,576,50,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,30,30,49,,,0.1319659999862779,1810.4122177999816,0.13935049998690374,0.0007066999969538301,0.0007066999969538301,1816.3926838999905,1816.3926838999905,0.01639249999425374,41.0,-197.0,1,0,0,2.710139300004812,'click_1',1.4299992471933365e-05,1819.103396099992,0.015448899997863919,,1819.605379799992,1819.605379799992,1819.605379799992,0.0015629999979864806,0.01748579999548383,0.0015629999979864806,36.0,-131.0,1,0,0,3.3296672999858856,'click_2',1.4399993233382702e-05,0.015534999984083697,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/M02-Disgust-Face Forward.mp4,disgusted,full,maschio,3,6,720,576,39,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,31,31,38,,,0.13139299998874776,1824.5585888999922,0.1386853999865707,0.0006975999858696014,0.0006975999858696014,1830.5392267999996,1830.5392267999996,0.016462800005683675,-119.0,81.0,1,0,0,2.6429948000004515,'click_1',1.4099990949034691e-05,1833.1827349999803,0.015516399987973273,,1833.6846564000007,1833.6846564000007,1833.6846564000007,0.001439499988919124,0.017451099993195385,0.001439499988919124,-79.0,126.0,1,0,0,1.2381190999876708,'click_2',1.3900018529966474e-05,0.015508500015130267,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JM2_Fear.mp4,fear,subtle,maschio,8,10,1646,926,4,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,32,32,3,,,0.13237930001923814,1836.5471702000068,0.1395885000238195,0.0007033000001683831,0.0007033000001683831,1847.1274985999917,1847.1274985999917,0.016468400019221008,-120.0,-172.0,1,0,0,3.379531499987934,'click_1',1.4599994756281376e-05,1850.5075754999998,0.01551090000430122,,1851.009433500003,1851.009433500003,1851.009433500003,0.0014352999860420823,0.01735420001205057,0.0014352999860420823,-145.0,-20.0,1,0,0,1.0555758000118658,'click_2',1.379998866468668e-05,0.014406100002815947,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/F03-Anger-Face Forward.mp4,angry,full,femmina,2,6,720,576,34,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,33,33,33,,,0.1296738999953959,1853.6868168000074,0.13701040000887588,0.0007060999923851341,0.0007060999923851341,1859.668216799997,1859.668216799997,0.016507699998328462,-27.0,150.0,1,0,0,1.7567118000006303,'click_1',1.4299992471933365e-05,1861.4253394999832,0.015363199985586107,,1861.927229599998,1861.927229599998,1861.927229599998,0.0013347999774850905,0.017274699988774955,0.0013347999774850905,-9.0,-68.0,1,0,0,6.725707600009628,'click_2',1.3900018529966474e-05,0.015543200017418712,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JF2_Neutral.mp4,neutral,subtle,femmina,6,9,1646,926,26,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,34,34,25,,,0.13554620000650175,1870.2806199000042,0.14281399999163114,0.000745400000596419,0.000745400000596419,1879.7370459999947,1879.7370459999947,0.01638360001379624,-7.0,-6.0,1,0,0,0.8191147999896202,'click_1',1.4400022337213159e-05,1880.5569490999915,0.01564150000922382,,1881.0587809999997,1881.0587809999997,1881.0587809999997,0.0015239000204019248,0.017494300001999363,0.0015239000204019248,0.0,0.0,1,0,0,0.5016173999756575,'click_2',1.7200014553964138e-05,0.015389300009701401,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/F01-Sadness-Face Forward.mp4,sad,full,femmina,1,6,720,576,45,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,35,35,44,,,0.1309430999972392,1883.1834692999837,0.13825980000547133,0.0007317999843508005,0.0007317999843508005,1889.1640755999833,1889.1640755999833,0.016553499997826293,-32.0,-196.0,1,0,0,2.476202199992258,'click_1',1.479999627918005e-05,1891.6406067000062,0.015396600007079542,,1892.1425853999972,1892.1425853999972,1892.1425853999972,0.0014475999923888594,0.017405299993697554,0.0014475999923888594,-82.0,-54.0,1,0,0,1.8237264000053983,'click_2',1.4100020052865148e-05,0.015801700006704777,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JF1_Anger.mp4,angry,subtle,femmina,5,10,1646,926,5,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,36,36,4,,,0.13459709999733604,1895.5931266999978,0.14195820002350956,0.0007170000171754509,0.0007170000171754509,1906.3719367999875,1906.3719367999875,0.016466100001707673,-112.0,-166.0,1,0,0,3.17798269999912,'click_1',1.379998866468668e-05,1909.5505731999874,0.01560270000481978,,1910.0524160999921,1910.0524160999921,1910.0524160999921,0.0014183000021148473,0.01748159999260679,0.0014183000021148473,-98.0,-23.0,1,0,0,1.9577277000062168,'click_2',1.379998866468668e-05,0.015413799992529675,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/M02-Joy-Face Forward.mp4,happy,full,maschio,3,6,720,576,43,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,37,37,42,,,0.13118759999633767,1913.6334301999887,0.1384916999959387,0.000667200016323477,0.000667200016323477,1919.614762399986,1919.614762399986,0.016417000006185845,153.0,119.0,1,0,0,1.7398939999984577,'click_1',1.6700010746717453e-05,1921.3552590000036,0.015535100013948977,,1921.8572218999907,1921.8572218999907,1921.8572218999907,0.0016602000105194747,0.017491400009021163,0.0016602000105194747,192.0,-41.0,1,0,0,0.8691156999848317,'click_2',1.4099990949034691e-05,0.01582040000357665,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JM2_Happiness.mp4,happy,subtle,maschio,8,10,1646,926,16,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,38,38,15,,,0.1322271999961231,1924.3507087999897,0.13944979998632334,0.0007140000234358013,0.0007140000234358013,1934.9307356000063,1934.9307356000063,0.0163734000234399,114.0,82.0,1,0,0,5.1362066000001505,'click_1',1.4699995517730713e-05,1940.067657699983,0.015594800002872944,,1940.5694412000012,1940.5694412000012,1940.5694412000012,0.0013296999968588352,0.0173720000020694,0.0013296999968588352,20.0,104.0,1,0,0,0.8362936000048649,'click_2',1.4600023860111833e-05,0.015599400008795783,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/M03-Joy-Face Forward.mp4,happy,full,maschio,4,6,720,576,44,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,39,39,43,,,0.1309707000036724,1943.0287891000044,0.13832330002333038,0.0006807000027038157,0.0006807000027038157,1949.0109006999992,1949.0109006999992,0.016441100015072152,178.0,122.0,1,0,0,0.9364397000172175,'click_1',1.4499993994832039e-05,1949.9477185999858,0.01536560000386089,,1950.4496314999997,1950.4496314999997,1950.4496314999997,0.001228799985256046,0.017249700002139434,0.001228799985256046,0.0,0.0,1,0,0,0.26728160001221113,'click_2',1.4199991710484028e-05,0.015587399975629523,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/F01-Disgust-Face Forward.mp4,disgusted,full,femmina,1,6,720,576,37,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,40,40,36,,,0.13155009999172762,1952.3405512000027,0.13889760000165552,0.0007145999989006668,0.0007145999989006668,1958.320682999998,1958.320682999998,0.016358900000341237,-77.0,120.0,1,0,0,2.091702699981397,'click_1',1.6400008462369442e-05,1960.412654099986,0.015017099998658523,,1960.914644400007,1960.914644400007,1960.914644400007,0.0011993999942205846,0.017007999995257705,0.0011993999942205846,-128.0,89.0,1,0,0,1.4716275999962818,'click_2',1.3499986380338669e-05,0.015470099984668195,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/M03-Neutral-Face Forward.mp4,neutral,full,maschio,4,6,720,576,56,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,41,41,55,,,0.13215709998621605,1964.0107439999992,0.13950210000621155,0.0007037000032141805,0.0007037000032141805,1969.9903291999944,1969.9903291999944,0.016492099995957687,1.0,5.0,1,0,0,2.8104988999839406,'click_1',1.4199991710484028e-05,1972.8013096000068,0.0154945999966003,,1973.3030625999963,1973.3030625999963,1973.3030625999963,0.0013106999977026135,0.01729930000146851,0.0013106999977026135,-124.0,-73.0,1,0,0,0.8030479000008199,'click_2',1.5699974028393626e-05,0.015455799992196262,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JM1_Neutral.mp4,neutral,subtle,maschio,7,10,1646,926,27,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,42,42,26,,,0.1311917999992147,1975.729488299985,0.1384916999959387,0.0007232000061776489,0.0007232000061776489,1986.1102930000052,1986.1102930000052,0.0164531999907922,-21.0,143.0,1,0,0,3.4129144999897107,'click_1',1.4499993994832039e-05,1989.5238465000002,0.015509100019698963,,1990.0254261000082,1990.0254261000082,1990.0254261000082,0.0010856000008061528,0.017118000017944723,0.0010856000008061528,38.0,131.0,1,0,0,0.9203471000073478,'click_2',1.4199991710484028e-05,0.015455299988389015,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/M03-Anger-Face Forward.mp4,angry,full,maschio,4,6,720,576,36,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,43,43,35,,,0.13260079998872243,1992.570461700001,0.13990859998739325,0.0007110000005923212,0.0007110000005923212,1998.5497469999827,1998.5497469999827,0.01637329999357462,-41.0,207.0,1,0,0,2.024140299996361,'click_1',1.4099990949034691e-05,2000.574475900008,0.015519299980951473,,2001.076303799986,2001.076303799986,2001.076303799986,0.0013651000044774264,0.017324099986581132,0.0013651000044774264,-58.0,84.0,1,0,0,1.5387202999845613,'click_2',1.3899989426136017e-05,0.01583859999664128,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/M03-Fear-Face Forward.mp4,fear,full,maschio,4,6,720,576,32,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,44,44,31,,,0.13135859998874366,2004.2384965999809,0.1386697000125423,0.0007991000020410866,0.0007991000020410866,2010.219427300006,2010.219427300006,0.01638509999611415,-111.0,-160.0,1,0,0,2.843019699997967,'click_1',1.4299992471933365e-05,2013.0633047999872,0.015563499997369945,,2013.565425799985,2013.565425799985,2013.565425799985,0.0017768999969121069,0.017695399990770966,0.0017768999969121069,-99.0,-12.0,1,0,0,2.643702100001974,'click_2',1.4399993233382702e-05,0.015511500008869916,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JF1_Disgust.mp4,disgusted,subtle,femmina,5,10,1646,926,9,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,45,45,8,,,0.1348555000149645,2017.8361715000065,0.14214810001431033,0.0006894000107422471,0.0006894000107422471,2028.6148774999892,2028.6148774999892,0.01640429999679327,-112.0,73.0,1,0,0,2.258190700027626,'click_1',1.4599994756281376e-05,2030.8738819999853,0.015664600010495633,,2031.3755717999884,2031.3755717999884,2031.3755717999884,0.0015195000160019845,0.017423400015104562,0.0015195000160019845,-84.0,120.0,1,0,0,1.1211289999773726,'click_2',1.4399993233382702e-05,0.015408499981276691,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/M02-Fear-Face Forward.mp4,fear,full,maschio,3,6,720,576,31,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,46,46,30,,,0.13130909999017604,2034.1204765999864,0.13878769997972995,0.0007866999949328601,0.0007866999949328601,2040.1024000000034,2040.1024000000034,0.016358699998818338,52.0,-216.0,1,0,0,3.847980099992128,'click_1',1.7200014553964138e-05,2043.9513434999972,0.015690900007029995,,2044.4533542999998,2044.4533542999998,2044.4533542999998,0.0017641000158619136,0.01771580000058748,0.0017641000158619136,-76.0,-116.0,1,0,0,0.7527426999877207,'click_2',1.400001929141581e-05,0.015518500003963709,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/F03-Sadness-Face Forward.mp4,sad,full,femmina,2,6,720,576,46,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,47,47,45,,,0.1319216999982018,2046.8296968000068,0.13878999999724329,0.0007242999854497612,0.0007242999854497612,2052.8110022000037,2052.8110022000037,0.016461799998069182,-47.0,-204.0,1,0,0,1.0365853999974206,'click_1',1.4199991710484028e-05,2053.848346999992,0.01571710000280291,,2054.3504945999885,2054.3504945999885,2054.3504945999885,0.0018435000092722476,0.017884900007629767,0.0018435000092722476,-82.0,-48.0,1,0,0,1.70676669999375,'click_2',1.7799990018829703e-05,0.015573799988487735,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JM1_Disgust.mp4,disgusted,subtle,maschio,7,10,1646,926,11,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,48,48,10,,,0.13317069999175146,2057.6825487999886,0.14045069998246618,0.000674000009894371,0.000674000009894371,2068.0606242000067,2068.0606242000067,0.01649929999257438,-89.0,116.0,1,0,0,1.9404416999896057,'click_1',1.4199991710484028e-05,2070.001622199983,0.015645299979951233,,2070.5033566000056,2070.5033566000056,2070.5033566000056,0.001479700003983453,0.017391799978213385,0.001479700003983453,-89.0,20.0,1,0,0,2.5930918999947608,'click_2',1.5099998563528061e-05,0.015742699994007125,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/F01-Neutral-Face Forward.mp4,neutral,full,femmina,1,6,720,576,53,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,49,49,52,,,0.13154689999646507,2074.720290600002,0.13892200001282617,0.0009217000042553991,0.0009217000042553991,2080.7002257999848,2080.7002257999848,0.01630529999965802,2.0,5.0,1,0,0,0.9529771000088658,'click_1',1.4099990949034691e-05,2081.653985299985,0.015302399988286197,,2082.155818900006,2082.155818900006,2082.155818900006,0.0012420999992173165,0.017135899979621172,0.0012420999992173165,0.0,0.0,1,0,0,0.3005202999920584,'click_2',1.4499993994832039e-05,0.015746899996884167,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/01.full/F01-Joy-Face Forward.mp4,happy,full,femmina,1,6,720,576,41,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,50,50,40,,,0.13230399999883957,2084.080899099994,0.13964199999463744,0.0006753999914508313,0.0006753999914508313,2090.06059139999,2090.06059139999,0.016540199983865023,173.0,116.0,1,0,0,2.2248966000042856,'click_1',1.3899989426136017e-05,2092.2860066999856,0.015557999984594062,,2092.78775649998,2092.78775649998,2092.78775649998,0.0013002000050619245,0.017286699992837384,0.0013002000050619245,133.0,24.0,1,0,0,1.8401394999818876,'click_2',1.4999997802078724e-05,0.015598499972838908,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
stimoli/02.subtle/JM2_Neutral.mp4,neutral,subtle,maschio,8,10,1646,926,28,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,51,51,27,,,0.13283649997902103,2096.252676300006,0.14003979999688454,0.0007103999960236251,0.0007103999960236251,2107.1999792999995,2107.1999792999995,0.016408399998908862,0.0,0.0,1,0,0,0.7524285999825224,'click_1',1.400001929141581e-05,2107.95298609999,0.015442600008100271,,2108.4547732000065,2108.4547732000065,2108.4547732000065,0.001263100013602525,0.017249800002900884,0.001263100013602525,0.0,0.0,1,0,0,0.40104369999608025,'click_2',1.5400000847876072e-05,0.015701600001193583,,,12,001,control,22,m,13,1,ila ale,2024-03-07_13h12.15.014,CPO_EEG,2022.2.1,59.89171577608033,
