file,file_emotion,file_emotion_level,file_gender,file_id,file_duration,size_w,size_h,trigger,loop_practice_full.thisRepN,loop_practice_full.thisTrialN,loop_practice_full.thisN,loop_practice_full.thisIndex,loop_istr_practice.thisRepN,loop_istr_practice.thisTrialN,loop_istr_practice.thisN,loop_istr_practice.thisIndex,tuto.thisRepN,tuto.thisTrialN,tuto.thisN,tuto.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,exp_blocks.thisRepN,exp_blocks.thisTrialN,exp_blocks.thisN,exp_blocks.thisIndex,istr_1.thisRepN,istr_1.thisTrialN,istr_1.thisN,istr_1.thisIndex,istr_2.thisRepN,istr_2.thisTrialN,istr_2.thisN,istr_2.thisIndex,exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,img_tutorial.started,key_resp.started,p_port.started,mov_target.started,p_port.stopped,p_port_2.started,primary.started,img_primary_wheel.started,click_1.started,p_port_2.stopped,primary.x,primary.y,primary.leftButton,primary.midButton,primary.rightButton,primary.time,primary.clicked_name,p_port_4.started,txt_iwi.started,p_port_4.stopped,p_port_3.started,secondary.started,img_secondary_wheel.started,click_2.started,primary_pos.started,p_port_3.stopped,secondary.x,secondary.y,secondary.leftButton,secondary.midButton,secondary.rightButton,secondary.time,secondary.clicked_name,p_port_5.started,p_port_5.stopped,kb_end_practice.keys,kb_end_practice.rt,txt_iwi.stopped,participant,session,group,age,sex,education,practice,experimenter,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Neutral.mp4,neutral,subtle,femmina,6,9,1646,926,26,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,0,0,25,,,0.13860459998250008,1196.5975667999592,0.14594570000190288,0.0007415999425575137,0.0007415999425575137,1206.0552447999362,1206.0552447999362,0.016428799950517714,1.0,0.0,1,0,0,1.2042286000214517,'click_1',1.6200006939470768e-05,1207.261632299982,0.015113300061784685,-0.00011639995500445366,-0.00011639995500445366,1207.7620863999473,1207.7620863999473,1207.7620863999473,0.015601000050082803,0.0,0.0,1,0,0,2.492009099922143,'click_2',1.4699995517730713e-05,0.0152322999201715,,,1207.7620863999473,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Disgust.mp4,disgusted,subtle,maschio,7,10,1646,926,11,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,1,1,10,,,0.13176539994310588,1211.8785311999964,0.13895639998372644,0.0006864999886602163,0.0006864999886602163,1222.258631899953,1222.258631899953,0.01632109994534403,-32.0,-204.0,1,0,0,1.237604400026612,'click_1',1.379998866468668e-05,1223.4968736999435,0.015482200076803565,0.0011408000718802214,0.0011408000718802214,1223.9985325000016,1223.9985325000016,1223.9985325000016,0.01718830002937466,-32.0,-212.0,1,0,0,1.2379468000726774,'click_2',1.4299992471933365e-05,0.015544399968348444,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F03-Disgust-Face Forward.mp4,disgusted,full,femmina,2,6,720,576,38,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,2,2,37,,,0.13118659995961934,1226.859845399973,0.13860129995737225,0.0007119999499991536,0.0007119999499991536,1232.8413207000121,1232.8413207000121,0.01648399990517646,-163.0,116.0,1,0,0,1.7731104999547824,'click_1',1.4099990949034691e-05,1234.6147862999933,0.01525449997279793,0.0008338999468833208,0.0008338999468833208,1235.1162959999638,1235.1162959999638,1235.1162959999638,0.016780899954028428,-164.0,110.0,1,0,0,1.4054051999701187,'click_2',1.3999990187585354e-05,0.015614000032655895,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Surprise.mp4,surprised,subtle,maschio,7,10,1646,926,23,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,3,3,22,,,0.13135879999026656,1238.1451197999995,0.1385778000112623,0.0007244000444188714,0.0007244000444188714,1248.5253687000368,1248.5253687000368,0.016522399964742362,168.0,-119.0,1,0,0,1.3041513999924064,'click_1',1.309998333454132e-05,1249.8300055,0.015464100055396557,0.0015542999608442187,0.0015542999608442187,1250.3321174000157,1250.3321174000157,1250.3321174000157,0.017623299965634942,189.0,-112.0,1,0,0,1.2543078999733552,'click_2',1.3999990187585354e-05,0.015640300000086427,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM2_Disgust.mp4,disgusted,subtle,maschio,8,10,1646,926,12,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,4,4,11,,,0.1311017000116408,1253.2095201000338,0.1383800000185147,0.0006852999795228243,0.0006852999795228243,1263.790711299982,1263.790711299982,0.016363800037652254,-32.0,-142.0,1,0,0,1.8734629000537097,'click_1',1.4699995517730713e-05,1265.6648176000454,0.015568199916742742,0.0013087999541312456,0.0013087999541312456,1266.1664758999832,1266.1664758999832,1266.1664758999832,0.017233099904842675,-32.0,-141.0,1,0,0,0.9365137999411672,'click_2',1.4199991710484028e-05,0.01560450007673353,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F03-Anger-Face Forward.mp4,angry,full,femmina,2,6,720,576,34,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,5,5,33,,,0.12811110005714,1268.7232503000414,0.1354455000255257,0.0007162999827414751,0.0007162999827414751,1274.7407195999986,1274.7407195999986,0.0164933999767527,-36.0,143.0,1,0,0,1.6559098999714479,'click_1',1.3899989426136017e-05,1276.3971387000056,0.015521799912676215,0.0013698999537155032,0.0013698999537155032,1276.8988996000262,1276.8988996000262,1276.8988996000262,0.01726959994994104,-25.0,146.0,1,0,0,1.0872602999443188,'click_2',1.4299992471933365e-05,0.015598000027239323,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Anger.mp4,angry,subtle,femmina,6,9,1646,926,6,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,6,6,5,,,0.13544630003161728,1279.6138995999936,0.14278570003807545,0.0006941999308764935,0.0006941999308764935,1289.069875300047,1289.069875300047,0.016434299992397428,-23.0,145.0,1,0,0,1.889490699977614,'click_1',1.8300022929906845e-05,1290.960021900013,0.01562800002284348,0.001562700024805963,0.001562700024805963,1291.461960799992,1291.461960799992,1291.461960799992,0.017623899970203638,-27.0,141.0,1,0,0,0.9032070999965072,'click_2',1.4400109648704529e-05,0.015641600009985268,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Anger.mp4,angry,subtle,maschio,7,10,1646,926,7,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,7,7,6,,,0.13433690008241683,1293.9915793000255,0.14163270010612905,0.0006891000084578991,0.0006891000084578991,1304.3684517999645,1304.3684517999645,0.016448399983346462,-35.0,137.0,1,0,0,1.8734784999396652,'click_1',1.4199991710484028e-05,1306.2425317999441,0.015535699902102351,0.0014392000157386065,0.0014392000157386065,1306.7443221999565,1306.7443221999565,1306.7443221999565,0.01735129998996854,-24.0,143.0,1,0,0,3.8308047000318766,'click_2',1.4399993233382702e-05,0.015464100055396557,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF1_Fear.mp4,fear,subtle,femmina,5,10,1646,926,1,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,8,8,0,,,0.13268090004567057,1312.2000014999649,0.13992480002343655,0.000732000102289021,0.000732000102289021,1322.9810572999995,1322.9810572999995,0.01641350006684661,-80.0,-127.0,1,0,0,2.3249828000552952,'click_1',1.4099990949034691e-05,1325.3065986000001,0.015350500005297363,0.0015399999683722854,0.0015399999683722854,1325.8085581000196,1325.8085581000196,1325.8085581000196,0.017332199960947037,-79.0,-114.0,1,0,0,1.0198852000758052,'click_2',1.4399993233382702e-05,0.015706899925135076,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF1_Neutral.mp4,neutral,subtle,femmina,5,10,1646,926,25,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,9,9,24,,,0.13340349995996803,1328.4542564000003,0.14068690000567585,0.000683500082232058,0.000683500082232058,1339.23480440001,1339.23480440001,0.016447699978016317,101.0,21.0,1,0,0,2.0736636000219733,'click_1',1.379998866468668e-05,1341.3090948000317,0.0156325000571087,0.0016979000065475702,0.0016979000065475702,1341.8111168999458,1341.8111168999458,1341.8111168999458,0.017707900027744472,100.0,17.0,1,0,0,1.0868999999947846,'click_2',1.4099990949034691e-05,0.015619700076058507,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Happiness.mp4,happy,subtle,femmina,6,9,1646,926,14,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,10,10,13,,,0.1345021000597626,1344.524697600049,0.14183980005327612,0.0007609999738633633,0.0007609999738633633,1353.981752099935,1353.981752099935,0.016398799954913557,126.0,82.0,1,0,0,3.395317199989222,'click_1',1.3900105841457844e-05,1357.3779280999443,0.01571110007353127,0.0014999000122770667,0.0014999000122770667,1357.879609699943,1357.879609699943,1357.879609699943,0.017443600110709667,122.0,82.0,1,0,0,1.087333400035277,'click_2',1.4400109648704529e-05,0.01561770006082952,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF1_Disgust.mp4,disgusted,subtle,femmina,5,10,1646,926,9,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,11,11,8,,,0.13559210009407252,1360.5946439999389,0.14282840001396835,0.0006928000366315246,0.0006928000366315246,1371.3730956999352,1371.3730956999352,0.016422900022007525,-41.0,-205.0,1,0,0,1.5886692999629304,'click_1',1.4199991710484028e-05,1372.9623895999976,0.015529299969784915,0.001574499998241663,0.001574499998241663,1373.4643066000426,1373.4643066000426,1373.4643066000426,0.017465299926698208,-35.0,-202.0,1,0,0,0.9033782000187784,'click_2',1.4099990949034691e-05,0.0155081000411883,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M02-Anger-Face Forward.mp4,angry,full,maschio,3,6,720,576,35,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,12,12,34,,,0.13165250001475215,1375.9916772999568,0.13904549996368587,0.0007366000209003687,0.0007366000209003687,1381.971658000024,1381.971658000024,0.016317900037392974,-21.0,96.0,1,0,0,2.6765028000809252,'click_1',1.3899989426136017e-05,1384.6488466999726,0.015520199900493026,0.0014022999675944448,0.0014022999675944448,1385.1507152999984,1385.1507152999984,1385.1507152999984,0.017414300004020333,-18.0,103.0,1,0,0,0.9367712999228388,'click_2',1.4399993233382702e-05,0.015408299979753792,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM2_Happiness.mp4,happy,subtle,maschio,8,10,1646,926,16,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,13,13,15,,,0.1327895000576973,1387.7123419999843,0.14001440000720322,0.000700299977324903,0.000700299977324903,1398.292555199936,1398.292555199936,0.01642040000297129,153.0,22.0,1,0,0,1.5548347999574617,'click_1',1.379998866468668e-05,1399.8479944999563,0.015505899908021092,0.0016271999338641763,0.0016271999338641763,1400.3500265999464,1400.3500265999464,1400.3500265999464,0.017512099933810532,151.0,25.0,1,0,0,0.8862267000367865,'click_2',1.3699987903237343e-05,0.015699799987487495,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM2_Fear.mp4,fear,subtle,maschio,8,10,1646,926,4,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,14,14,3,,,0.13261600001715124,1402.8609326999867,0.1397986999945715,0.0006782000418752432,0.0006782000418752432,1413.4415352999931,1413.4415352999931,0.01642510003875941,-28.0,-144.0,1,0,0,4.198989099939354,'click_1',1.4400109648704529e-05,1417.6412028999766,0.015618600067682564,0.001748700044117868,0.001748700044117868,1418.143355499953,1418.143355499953,1418.143355499953,0.017789300065487623,-31.0,-133.0,1,0,0,0.8865328999236226,'click_2',1.4099990949034691e-05,0.015712799970060587,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F01-Surprise-Face Forward.mp4,surprised,full,femmina,1,6,720,576,49,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,15,15,48,,,0.13113880006130785,1420.6530559000093,0.13843950000591576,0.0007257000543177128,0.0007257000543177128,1426.6345355999656,1426.6345355999656,0.01649770000949502,47.0,-207.0,1,0,0,7.3104828000068665,'click_1',1.7900019884109497e-05,1433.9454504000023,0.015377000090666115,0.0012565000215545297,0.0012565000215545297,1434.44722620002,1434.44722620002,1434.44722620002,0.01718650001566857,43.0,-199.0,1,0,0,1.304444900015369,'click_2',1.4099990949034691e-05,0.015588999958708882,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M03-Anger-Face Forward.mp4,angry,full,maschio,4,6,720,576,36,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,16,16,35,,,0.1323415000224486,1437.376307599945,0.1397570000262931,0.0007480001077055931,0.0007480001077055931,1443.3560938000446,1443.3560938000446,0.016327699995599687,-40.0,-153.0,1,0,0,4.885497400071472,'click_1',1.4100107364356518e-05,1448.2423383999849,0.015570600051432848,0.001492000068537891,0.001492000068537891,1448.744207700016,1448.744207700016,1448.744207700016,0.017406600061804056,-20.0,139.0,1,0,0,1.6226798000279814,'click_2',1.4299992471933365e-05,0.015574199962429702,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M03-Surprise-Face Forward.mp4,surprised,full,maschio,4,6,720,576,52,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,17,17,51,,,0.13025789998937398,1451.9895080999704,0.1376819999422878,0.0007287999615073204,0.0007287999615073204,1457.9713711999357,1457.9713711999357,0.016464199987240136,56.0,-218.0,1,0,0,1.1700937999412417,'click_1',1.4599994756281376e-05,1459.1421862000134,0.015654099988751113,0.0019383999751880765,0.0019383999751880765,1459.644293499994,1459.644293499994,1459.644293499994,0.01779109996277839,39.0,-201.0,1,0,0,0.9362213000422344,'click_2',1.4299992471933365e-05,0.01567669992800802,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F01-Sadness-Face Forward.mp4,sad,full,femmina,1,6,720,576,45,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,18,18,44,,,0.13154519989620894,1462.204674800043,0.13911869993899018,0.0006775999208912253,0.0006775999208912253,1468.1846397999907,1468.1846397999907,0.016533799935132265,-51.0,-186.0,1,0,0,3.864501800038852,'click_1',1.4399993233382702e-05,1472.0496040999424,0.015495499945245683,0.0014801999786868691,0.0014801999786868691,1472.551549899974,1472.551549899974,1472.551549899974,0.017427399987354875,-47.0,-197.0,1,0,0,1.2723477999679744,'click_2',1.4499993994832039e-05,0.014511100016534328,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M03-Sadness-Face Forward.mp4,sad,full,maschio,4,6,720,576,48,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,19,19,47,,,0.12975720001850277,1475.4459202999715,0.13714110001455992,0.0007238000398501754,0.0007238000398501754,1481.4266053000465,1481.4266053000465,0.016513400012627244,-43.0,-189.0,1,0,0,1.1719492999836802,'click_1',1.4999997802078724e-05,1482.5979001999367,0.014383099973201752,0.0004591000033542514,0.0004591000033542514,1483.0996319999686,1483.0996319999686,1483.0996319999686,0.016111899982206523,-56.0,-207.0,1,0,0,0.8528573999647051,'click_2',1.479999627918005e-05,0.015518800006248057,,,1483.0996319999686,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M02-Joy-Face Forward.mp4,happy,full,maschio,3,6,720,576,43,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,20,20,42,,,0.132081100018695,1485.577114499989,0.13939470006152987,0.0007130999583750963,0.0007130999583750963,1491.556603700039,1491.556603700039,0.016449199989438057,173.0,113.0,1,0,0,4.165550300036557,'click_1',1.7700018361210823e-05,1495.7227165999357,0.01554380008019507,0.0014035999774932861,0.0014035999774932861,1496.2244531000033,1496.2244531000033,1496.2244531000033,0.01730980002321303,175.0,114.0,1,0,0,1.4067503999685869,'click_2',1.4299992471933365e-05,0.013948700041510165,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M02-Disgust-Face Forward.mp4,disgusted,full,maschio,3,6,720,576,39,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,21,21,38,,,0.13012190000154078,1499.2534128000261,0.13733389996923506,0.0006777000380679965,0.0006777000380679965,1505.2335360000143,1505.2335360000143,0.016475900076329708,-175.0,112.0,1,0,0,1.6057895999401808,'click_1',1.3999990187585354e-05,1506.8399873999879,0.015655700000934303,0.0011367000406607985,0.0011367000406607985,1507.3415480999975,1507.3415480999975,1507.3415480999975,0.01720730005763471,-165.0,105.0,1,0,0,0.8364946999354288,'click_2',1.3599987141788006e-05,0.015496399952098727,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M02-Neutral-Face Forward.mp4,neutral,full,maschio,3,6,720,576,55,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,22,22,54,,,0.13186069997027516,1509.8019731999375,0.1392093999311328,0.0006851000944152474,0.0006851000944152474,1515.782505900017,1515.782505900017,0.016568700084462762,0.0,0.0,1,0,0,1.1200920999981463,'click_1',1.379998866468668e-05,1516.9031130999792,0.0155821000225842,0.0015608000103384256,0.0015608000103384256,1517.4050051999511,1517.4050051999511,1517.4050051999511,0.01749200001358986,76.0,51.0,1,0,0,3.6464802999980748,'click_2',1.4499993994832039e-05,0.015503300004638731,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Surprise.mp4,surprised,subtle,femmina,6,10,1646,926,22,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,23,23,21,,,0.1353798999916762,1522.6791027999716,0.14269729994703084,0.0007562999380752444,0.0007562999380752444,1533.0554261000361,1533.0554261000361,0.016377400024794042,26.0,-134.0,1,0,0,1.9402158000739291,'click_1',1.3899989426136017e-05,1534.996375799994,0.015625500003807247,0.001859899959526956,0.001859899959526956,1535.4986102000112,1535.4986102000112,1535.4986102000112,0.01784470002166927,-89.0,57.0,1,0,0,1.6391518000746146,'click_2',1.4099990949034691e-05,0.01550510001834482,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M02-Sadness-Face Forward.mp4,sad,full,maschio,3,6,720,576,47,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,24,24,46,,,0.13178830000106245,1538.7616880999412,0.13912089995574206,0.0007110999431461096,0.0007110999431461096,1544.373979200027,1544.373979200027,0.016412099939770997,-30.0,-154.0,1,0,0,1.6057135000592098,'click_1',1.750001683831215e-05,1545.980246799998,0.01547380001284182,0.001851600012741983,0.001851600012741983,1546.4824324999936,1546.4824324999936,1546.4824324999936,0.017707700026221573,-33.0,-148.0,1,0,0,0.9864886000286788,'click_2',1.3899989426136017e-05,0.015796300023794174,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M03-Joy-Face Forward.mp4,happy,full,maschio,4,6,720,576,44,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,25,25,43,,,0.13155759999062866,1549.092790100025,0.13890359993092716,0.0007379000307992101,0.0007379000307992101,1555.073998900014,1555.073998900014,0.016504800063557923,177.0,106.0,1,0,0,4.851592999999411,'click_1',1.3800105080008507e-05,1559.9260868999409,0.01542060007341206,0.0012277000350877643,0.0012277000350877643,1560.4279145000037,1560.4279145000037,1560.4279145000037,0.017272200086154044,165.0,107.0,1,0,0,1.3044191000517458,'click_2',1.4099990949034691e-05,0.015732300002127886,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Fear.mp4,fear,subtle,maschio,7,10,1646,926,3,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,26,26,2,,,0.13265729998238385,1563.3569442000007,0.13987730001099408,0.0007181999972090125,0.0007181999972090125,1573.7358474000357,1573.7358474000357,0.01649479998741299,-86.0,-128.0,1,0,0,2.1749243999365717,'click_1',1.3999990187585354e-05,1575.911298000021,0.015547699993476272,0.0014704999048262835,0.0014704999048262835,1576.4132307999535,1576.4132307999535,1576.4132307999535,0.017500199959613383,-80.0,-113.0,1,0,0,1.0035208000335842,'click_2',1.3599987141788006e-05,0.01545299997087568,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Disgust.mp4,disgusted,subtle,femmina,6,10,1646,926,10,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,27,27,9,,,0.13422370003536344,1579.043091099942,0.14154209999833256,0.0007335999980568886,0.0007335999980568886,1589.419978299993,1589.419978299993,0.01645940006710589,-37.0,-187.0,1,0,0,1.2207463000668213,'click_1',1.4999997802078724e-05,1590.6413336000405,0.01548409997485578,0.001299199997447431,0.001299199997447431,1591.14321140002,1591.14321140002,1591.14321140002,0.01734789996407926,-37.0,-186.0,1,0,0,0.6858306999783963,'click_2',1.4599994756281376e-05,0.015578099992126226,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F01-Fear-Face Forward.mp4,fear,full,femmina,1,6,720,576,29,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,28,28,28,,,0.13171920005697757,1593.4527280000038,0.13896710006520152,0.0007204000139608979,0.0007204000139608979,1599.4328433000483,1599.4328433000483,0.016459900070913136,-108.0,-176.0,1,0,0,1.2040991999674588,'click_1',1.4299992471933365e-05,1600.6375446999446,0.015581200015731156,0.0014055999927222729,0.0014055999927222729,1601.139313200023,1601.139313200023,1601.139313200023,0.017375599942170084,27.0,-208.0,1,0,0,1.1373901999322698,'click_2',1.4099990949034691e-05,0.0156989999813959,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F03-Fear-Face Forward.mp4,fear,full,femmina,2,6,720,576,30,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,29,29,29,,,0.13211630005389452,1603.9009805000387,0.1394471999956295,0.0007166999857872725,0.0007166999857872725,1609.8813775000162,1609.8813775000162,0.016372699989005923,-121.0,-173.0,1,0,0,1.2042827000841498,'click_1',1.3999990187585354e-05,1611.0864644999383,0.015603199950419366,0.001489599933847785,0.001489599933847785,1611.588325300021,1611.588325300021,1611.588325300021,0.01749909995123744,-120.0,-172.0,1,0,0,3.195562000037171,'click_2',1.5300000086426735e-05,0.015548199997283518,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M02-Surprise-Face Forward.mp4,surprised,full,maschio,3,6,720,576,51,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,30,30,50,,,0.1309441999765113,1616.407095600036,0.13839430001098663,0.0007139000808820128,0.0007139000808820128,1622.388911099988,1622.388911099988,0.01649750000797212,31.0,-217.0,1,0,0,1.0197733000386506,'click_1',1.3999990187585354e-05,1623.4093767999439,0.015695699956268072,0.0016132000600919127,0.0016132000600919127,1623.9113147000317,1623.9113147000317,1623.9113147000317,0.017654199968092144,33.0,-188.0,1,0,0,0.8711439000908285,'click_2',1.4199991710484028e-05,0.014327600016258657,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF1_Happiness.mp4,happy,subtle,femmina,5,10,1646,926,13,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,31,31,12,,,0.1328346999362111,1626.4072828999488,0.1401153999613598,0.0007179999956861138,0.0007179999956861138,1637.1864645000314,1637.1864645000314,0.016354399966076016,176.0,121.0,1,0,0,1.053452800028026,'click_1',1.3899989426136017e-05,1638.2405540000182,0.015458600013516843,0.0012691000010818243,0.0012691000010818243,1638.7424094999442,1638.7424094999442,1638.7424094999442,0.01731819997075945,164.0,106.0,1,0,0,1.0872250999091193,'click_2',1.379998866468668e-05,0.015550500014796853,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Sadness.mp4,sad,subtle,femmina,6,8,1646,926,18,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,32,32,17,,,0.1362588000483811,1641.4580093999393,0.14355250005610287,0.0007197000086307526,0.0007197000086307526,1649.79394090001,1649.79394090001,0.016529400018043816,-47.0,-215.0,1,0,0,5.034410399966873,'click_1',1.4100107364356518e-05,1654.8289506,0.015646700048819184,0.0015348000451922417,0.0015348000451922417,1655.3307652999647,1655.3307652999647,1655.3307652999647,0.017497100052423775,-57.0,-213.0,1,0,0,1.4052118000108749,'click_2',1.4299992471933365e-05,0.01563430007081479,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
