file,file_emotion,file_emotion_level,file_gender,file_id,file_duration,size_w,size_h,trigger,loop_practice_full.thisRepN,loop_practice_full.thisTrialN,loop_practice_full.thisN,loop_practice_full.thisIndex,loop_istr_practice.thisRepN,loop_istr_practice.thisTrialN,loop_istr_practice.thisN,loop_istr_practice.thisIndex,tuto.thisRepN,tuto.thisTrialN,tuto.thisN,tuto.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,exp_blocks.thisRepN,exp_blocks.thisTrialN,exp_blocks.thisN,exp_blocks.thisIndex,istr_1.thisRepN,istr_1.thisTrialN,istr_1.thisN,istr_1.thisIndex,istr_2.thisRepN,istr_2.thisTrialN,istr_2.thisN,istr_2.thisIndex,exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,img_tutorial.started,key_resp.started,p_port.started,mov_target.started,p_port.stopped,p_port_2.started,primary.started,img_primary_wheel.started,click_1.started,p_port_2.stopped,primary.x,primary.y,primary.leftButton,primary.midButton,primary.rightButton,primary.time,primary.clicked_name,p_port_4.started,txt_iwi.started,p_port_4.stopped,p_port_3.started,secondary.started,img_secondary_wheel.started,click_2.started,primary_pos.started,p_port_3.stopped,secondary.x,secondary.y,secondary.leftButton,secondary.midButton,secondary.rightButton,secondary.time,secondary.clicked_name,p_port_5.started,p_port_5.stopped,kb_end_practice.keys,kb_end_practice.rt,txt_iwi.stopped,participant,session,group,age,sex,education,practice,experimenter,date,expName,psychopyVersion,frameRate,
stimoli/02.subtle/JM2_Anger.mp4,angry,subtle,maschio,8,10,1646,926,8,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,22,22,7,,,0.1374329999089241,653.2329481999623,0.14471619995310903,0.0007084999233484268,0.0007084999233484268,664.1759545999812,664.1759545999812,0.016402299981564283,-35.0,141.0,1,0,0,7.059204000048339,'click_1',1.3699987903237343e-05,671.2358053999487,0.015544000081717968,0.0012250000145286322,0.0012250000145286322,671.7374707999406,671.7374707999406,671.7374707999406,0.01721479999832809,-77.0,113.0,1,0,0,1.0873126999940723,'click_2',1.379998866468668e-05,0.015546899987384677,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Happiness.mp4,happy,subtle,femmina,6,9,1646,926,14,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,23,23,13,,,0.14396529993973672,674.4609051999869,0.15122209989931434,0.0007450999692082405,0.0007450999692082405,683.9258855000371,683.9258855000371,0.016502999933436513,159.0,109.0,1,0,0,1.7559353999095038,'click_1',1.3999990187585354e-05,685.6823636000045,0.015494799939915538,0.0013708999613299966,0.0013708999613299966,686.1842345000478,686.1842345000478,686.1842345000478,0.017418099916540086,192.0,-48.0,1,0,0,1.7396226999117061,'click_2',1.4599994756281376e-05,0.015528199961408973,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF1_Fear.mp4,fear,subtle,femmina,5,10,1646,926,1,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,24,24,0,,,0.13927469996269792,689.5550727000227,0.14642759994603693,0.0006787000456824899,0.0006787000456824899,700.3296449000482,700.3296449000482,0.01654810004401952,-80.0,-119.0,1,0,0,3.4140549999428913,'click_1',1.379998866468668e-05,703.7430244999705,0.014466700027696788,0.0005882999394088984,0.0005882999394088984,704.2448600999778,704.2448600999778,704.2448600999778,0.016317199915647507,-114.0,-84.0,1,0,0,3.647112999926321,'click_2',1.4199991710484028e-05,0.015406399965286255,,,704.2448600999778,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F01-Neutral-Face Forward.mp4,neutral,full,femmina,1,6,720,576,53,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,25,25,52,,,0.13488859997596592,709.5192695000442,0.14221600000746548,0.0007387000368908048,0.0007387000368908048,715.4968978000106,715.4968978000106,0.016507199965417385,0.0,0.0,1,0,0,0.8192917000269517,'click_1',1.7200014553964138e-05,716.3166701999726,0.015443000011146069,0.001089500030502677,0.001089500030502677,716.8182131999638,716.8182131999638,716.8182131999638,0.01698529999703169,0.0,0.0,1,0,0,0.5684135999763384,'click_2',1.3699987903237343e-05,0.015695600071921945,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF1_Disgust.mp4,disgusted,subtle,femmina,5,10,1646,926,9,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,26,26,8,,,0.13952010008506477,719.0184209999861,0.146869600052014,0.000734600005671382,0.000734600005671382,729.7934426999418,729.7934426999418,0.016498400014825165,-46.0,-209.0,1,0,0,3.04435330000706,'click_1',2.9699993319809437e-05,732.8383823999902,0.015539900050498545,0.0012959000887349248,0.0012959000887349248,733.3399935000343,733.3399935000343,733.3399935000343,0.017128200037404895,-129.0,-28.0,1,0,0,1.304469900089316,'click_2',1.4999997802078724e-05,0.015713299973867834,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Neutral.mp4,neutral,subtle,maschio,7,10,1646,926,27,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,27,27,26,,,0.13688220002222806,736.2736838000128,0.14419160003308207,0.0006840999703854322,0.0006840999703854322,746.6495274000335,746.6495274000335,0.016692299977876246,-18.0,-99.0,1,0,0,3.128505300031975,'click_1',1.3999990187585354e-05,749.778528099996,0.015695499954745173,0.001595199923031032,0.001595199923031032,750.2804394999985,750.2804394999985,750.2804394999985,0.017605399945750833,2.0,0.0,1,0,0,1.7744299999903888,'click_2',1.379998866468668e-05,0.014503699960187078,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M03-Disgust-Face Forward.mp4,disgusted,full,maschio,4,6,720,576,40,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,28,28,39,,,0.13546419993508607,753.682409400004,0.14276519999839365,0.0007061000214889646,0.0007061000214889646,759.6578160999343,759.6578160999343,0.016369499964639544,-160.0,120.0,1,0,0,1.8065746000502259,'click_1',1.3699987903237343e-05,761.4651730000041,0.015634999959729612,0.0013261999702081084,0.0013261999702081084,761.9668852000032,761.9668852000032,761.9668852000032,0.017349099973216653,-171.0,117.0,1,0,0,1.1879286000039428,'click_2',1.7300015315413475e-05,0.015628700028173625,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Disgust.mp4,disgusted,subtle,femmina,6,10,1646,926,10,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,29,29,9,,,0.13985979999415576,764.7866743999766,0.1471040000906214,0.0007112000603228807,0.0007112000603228807,775.159478400019,775.159478400019,0.016545800026506186,-29.0,-210.0,1,0,0,2.3079065000638366,'click_1',1.3699987903237343e-05,777.4678633000003,0.015440499992109835,0.0015182000352069736,0.0015182000352069736,777.9698262000456,777.9698262000456,777.9698262000456,0.017461100011132658,-53.0,-184.0,1,0,0,4.90172480000183,'click_2',1.3299984857439995e-05,0.01554230006877333,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF1_Anger.mp4,angry,subtle,femmina,5,10,1646,926,5,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,30,30,4,,,0.13850060000550002,784.5022205000278,0.14574190007988364,0.0006722999969497323,0.0006722999969497323,795.2779762999853,795.2779762999853,0.016388999996706843,-81.0,-120.0,1,0,0,1.8898997000651434,'click_1',1.3600103557109833e-05,797.1685359999537,0.015592800104059279,0.0020443000830709934,0.0020443000830709934,797.6708528000163,797.6708528000163,797.6708528000163,0.017903300002217293,-84.0,-119.0,1,0,0,4.616496800095774,'click_2',1.4399993233382702e-05,0.015585299930535257,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF1_Neutral.mp4,neutral,subtle,femmina,5,10,1646,926,25,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,31,31,24,,,0.13853399991057813,803.9180999000091,0.14581629994791,0.0006540999747812748,0.0006540999747812748,814.6925626000157,814.6925626000157,0.016550099942833185,-10.0,1.0,1,0,0,9.520074000000022,'click_1',1.3699987903237343e-05,824.2130775999976,0.015539499931037426,0.0015756998909637332,0.0015756998909637332,824.7149968999438,824.7149968999438,824.7149968999438,0.01745759998448193,0.0,0.0,1,0,0,0.3171379000414163,'click_2',1.379998866468668e-05,0.015535400016233325,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Anger.mp4,angry,subtle,femmina,6,9,1646,926,6,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,32,32,5,,,0.1389729999937117,826.6633503000485,0.14628649991936982,0.0006575000006705523,0.0006575000006705523,836.1158192999428,836.1158192999428,0.016464299988001585,-25.0,98.0,1,0,0,3.7300571999512613,'click_1',1.4499993994832039e-05,839.8465724999551,0.015727799967862666,0.0015966000501066446,0.0015966000501066446,840.3483360999962,840.3483360999962,840.3483360999962,0.017526500043459237,-18.0,99.0,1,0,0,1.8906226999824867,'click_2',1.3499986380338669e-05,0.015536300023086369,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Sadness.mp4,sad,subtle,maschio,7,10,1646,926,19,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,33,33,18,,,0.1365240999730304,843.8676825000439,0.14377730002161115,0.0007154999766498804,0.0007154999766498804,854.2438712000148,854.2438712000148,0.016466300003230572,-21.0,-137.0,1,0,0,4.885294699924998,'click_1',1.3599987141788006e-05,859.1296807000181,0.015460100024938583,0.0012010999489575624,0.0012010999489575624,859.6314584999345,859.6314584999345,859.6314584999345,0.017258199979551136,-25.0,-138.0,1,0,0,1.1208204000722617,'click_2',1.3999990187585354e-05,0.015601600054651499,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Surprise.mp4,surprised,subtle,maschio,7,10,1646,926,23,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,34,34,22,,,0.13593630003742874,862.3801135999383,0.14314230007585138,0.0007161999819800258,0.0007161999819800258,872.7552701999666,872.7552701999666,0.016289300052449107,91.0,-59.0,1,0,0,1.7391908999998122,'click_1',1.4399993233382702e-05,874.4951475999551,0.015330000082030892,0.0011665000347420573,0.0011665000347420573,874.9969345999416,874.9969345999416,874.9969345999416,0.017149000079371035,87.0,-60.0,1,0,0,1.020099199959077,'click_2',1.4499993994832039e-05,0.015599299920722842,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M03-Neutral-Face Forward.mp4,neutral,full,maschio,4,6,720,576,56,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,35,35,55,,,0.1372552999528125,877.6464871999342,0.1446382999420166,0.0007090999279171228,0.0007090999279171228,883.6222486000042,883.6222486000042,0.016526999999769032,0.0,-12.0,1,0,0,6.256906599970534,'click_1',1.379998866468668e-05,889.8795723000076,0.01544859993737191,0.0014258999144658446,0.0014258999144658446,890.381470900029,890.381470900029,890.381470900029,0.01732460001949221,0.0,0.0,1,0,0,0.33422910002991557,'click_2',1.3399985618889332e-05,0.015698199975304306,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F03-Surprise-Face Forward.mp4,surprised,full,femmina,2,6,720,576,50,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,36,36,49,,,0.13473819999489933,892.3426395000424,0.14206039998680353,0.0006982999620959163,0.0006982999620959163,898.3200227000052,898.3200227000052,0.016452900017611682,34.0,-199.0,1,0,0,1.270965400035493,'click_1',1.3599987141788006e-05,899.5914821999613,0.015434699947945774,0.0012886999174952507,0.0012886999174952507,900.0933813999873,900.0933813999873,900.0933813999873,0.01735390000976622,0.0,0.0,1,0,0,0.3343239000532776,'click_2',1.4100107364356518e-05,0.015573000069707632,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M03-Fear-Face Forward.mp4,fear,full,maschio,4,6,720,576,32,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,37,37,31,,,0.13771290006116033,902.0575945000164,0.14515820005908608,0.0007137999637052417,0.0007137999637052417,908.0332760999445,908.0332760999445,0.01641029992606491,-87.0,58.0,1,0,0,2.24099419999402,'click_1',1.370010431855917e-05,910.27481610002,0.015441900002770126,0.0016723000444471836,0.0016723000444471836,910.7769004999427,910.7769004999427,910.7769004999427,0.01755540003068745,40.0,-148.0,1,0,0,1.287878799950704,'click_2',1.3899989426136017e-05,0.015661700046621263,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Surprise.mp4,surprised,subtle,femmina,6,10,1646,926,22,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,38,38,21,,,0.13877259998116642,913.6958004999906,0.14608360000420362,0.0007475001038983464,0.0007475001038983464,924.0702260000398,924.0702260000398,0.016415700083598495,-53.0,84.0,1,0,0,1.9740351000800729,'click_1',1.379998866468668e-05,926.0449228000361,0.015549900010228157,0.0015430999919772148,0.0015430999919772148,926.5468209999381,926.5468209999381,926.5468209999381,0.017459599999710917,-76.0,59.0,1,0,0,0.8359841000055894,'click_2',1.3599987141788006e-05,0.01555379992350936,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Sadness.mp4,sad,subtle,femmina,6,8,1646,926,18,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,39,39,17,,,0.13914199999999255,929.014098500018,0.1463891000021249,0.0006995000876486301,0.0006995000876486301,937.3469947000267,937.3469947000267,0.01647979998961091,-29.0,-150.0,1,0,0,5.9051446000812575,'click_1',1.3999990187585354e-05,943.2527218000032,0.015576799982227385,0.0012954999692738056,0.0012954999692738056,943.7543384999735,943.7543384999735,943.7543384999735,0.017207000055350363,-27.0,-145.0,1,0,0,3.346036000060849,'click_2',1.4100107364356518e-05,0.015857300022616982,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M02-Joy-Face Forward.mp4,happy,full,maschio,3,6,720,576,43,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,40,40,42,,,0.13642710004933178,948.7290447000414,0.1437678000656888,0.0007312999805435538,0.0007312999805435538,954.7047418999719,954.7047418999719,0.016564800054766238,156.0,110.0,1,0,0,1.4715938000008464,'click_1',1.3599987141788006e-05,956.1767859000247,0.015431400039233267,0.0015885999891906977,0.0015885999891906977,956.6788474000059,956.6788474000059,956.6788474000059,0.01751440006773919,160.0,107.0,1,0,0,1.1874892000341788,'click_2',1.4299992471933365e-05,0.015567000024020672,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F01-Anger-Face Forward.mp4,angry,full,femmina,1,6,720,576,33,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,41,41,32,,,0.13628540001809597,959.4948087999364,0.14353980007581413,0.000713599962182343,0.000713599962182343,965.4706122999778,965.4706122999778,0.016434899996966124,-28.0,138.0,1,0,0,3.4625977999530733,'click_1',1.4199991710484028e-05,968.9336856999435,0.015402100048959255,0.0013922000071033835,0.0013922000071033835,969.4356689000269,969.4356689000269,969.4356689000269,0.01742649998050183,-29.0,138.0,1,0,0,1.789852499961853,'click_2',2.5699962861835957e-05,0.015576299978420138,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM2_Fear.mp4,fear,subtle,maschio,8,10,1646,926,4,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,42,42,3,,,0.13671210000757128,972.8542645999696,0.14389760000631213,0.0007139999652281404,0.0007139999652281404,983.4306424999377,983.4306424999377,0.016436200006864965,-57.0,-83.0,1,0,0,2.291708500008099,'click_1',1.3899989426136017e-05,985.7230603999924,0.015630100038833916,0.001523100072517991,0.001523100072517991,986.224929900025,986.224929900025,986.224929900025,0.017513000057078898,-15.0,-103.0,1,0,0,3.7305230000056326,'click_2',1.3499986380338669e-05,0.015585899935103953,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Neutral.mp4,neutral,subtle,femmina,6,9,1646,926,26,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,43,43,25,,,0.13901449996046722,991.5865825000219,0.1463197999401018,0.0007200000109151006,0.0007200000109151006,1001.0403464999981,1001.0403464999981,0.016436100006103516,-6.0,3.0,1,0,0,1.1703396999510005,'click_1',1.4099990949034691e-05,1002.2114324000431,0.015676500042900443,0.0012920000590384007,0.0012920000590384007,1002.712991300039,1002.712991300039,1002.712991300039,0.017266300041228533,0.0,0.0,1,0,0,0.35087269998621196,'click_2',1.3299984857439995e-05,0.015604299958795309,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM2_Happiness.mp4,happy,subtle,maschio,8,10,1646,926,16,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,44,44,15,,,0.13727870001457632,1004.6932225000346,0.14450910000596195,0.0007396000437438488,0.0007396000437438488,1015.2698675999418,1015.2698675999418,0.01647570007480681,128.0,-83.0,1,0,0,3.1956840999191627,'click_1',1.3699987903237343e-05,1018.4660328000318,0.015376700088381767,0.0012687999987974763,0.0012687999987974763,1018.9678510000231,1018.9678510000231,1018.9678510000231,0.017212999984622,133.0,-32.0,1,0,0,1.5886914000147954,'click_2',1.3899989426136017e-05,0.01580549997743219,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M02-Disgust-Face Forward.mp4,disgusted,full,maschio,3,6,720,576,39,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,45,45,38,,,0.13728889997582883,1022.1859783999389,0.14459079992957413,0.0006975000724196434,0.0006975000724196434,1028.1619264000328,1028.1619264000328,0.016385600087232888,-111.0,83.0,1,0,0,1.471853299997747,'click_1',1.3599987141788006e-05,1029.6344572999515,0.015563399996608496,0.0013055999297648668,0.0013055999297648668,1030.1362355999881,1030.1362355999881,1030.1362355999881,0.01733159995637834,-116.0,82.0,1,0,0,1.2544630999909714,'click_2',1.3899989426136017e-05,0.01546799996867776,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM2_Surprise.mp4,surprised,subtle,maschio,8,10,1646,926,24,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,46,46,23,,,0.13827690004836768,1033.0209178000223,0.14544600003864616,0.0007541000377386808,0.0007541000377386808,1043.9644817999797,1043.9644817999797,0.01644140004646033,34.0,-146.0,1,0,0,8.129811199964024,'click_1',1.3199984095990658e-05,1052.0950265999418,0.01557449996471405,0.0025058999890461564,0.0025058999890461564,1052.5968669999857,1052.5968669999857,1052.5968669999857,0.017460300005041063,19.0,-131.0,1,0,0,1.2031830000923946,'click_2',1.4199991710484028e-05,0.015429200022481382,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Happiness.mp4,happy,subtle,maschio,7,10,1646,926,15,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,47,47,14,,,0.13503090001177043,1055.428228899953,0.14232730004005134,0.0007395000429823995,0.0007395000429823995,1065.8055631000316,1065.8055631000316,0.016422900022007525,117.0,73.0,1,0,0,7.796545699937269,'click_1',1.4199991710484028e-05,1073.6027338999556,0.015465999953448772,0.0014021999668329954,0.0014021999668329954,1074.1046358000021,1074.1046358000021,1074.1046358000021,0.017382899997755885,119.0,73.0,1,0,0,6.842529000015929,'click_2',1.7300015315413475e-05,0.015607899986207485,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M02-Anger-Face Forward.mp4,angry,full,maschio,3,6,720,576,35,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,48,48,34,,,0.13706079998519272,1082.57640479994,0.14434919995255768,0.0007182999979704618,0.0007182999979704618,1088.551789799938,1088.551789799938,0.016458299942314625,-33.0,135.0,1,0,0,1.756143599981442,'click_1',1.3699987903237343e-05,1090.3084412999451,0.015465299948118627,0.0014434000477194786,0.0014434000477194786,1090.8103152000112,1090.8103152000112,1090.8103152000112,0.017312300042249262,-25.0,125.0,1,0,0,1.0033978000283241,'click_2',1.3699987903237343e-05,0.01582950004376471,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Fear.mp4,fear,subtle,maschio,7,10,1646,926,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,49,49,2,,,0.1376998999621719,1093.4435871000169,0.14491280005313456,0.0007249999325722456,0.0007249999325722456,1103.8172819999745,1103.8172819999745,0.01654479990247637,-85.0,-128.0,1,0,0,1.8063266000244766,'click_1',1.4199991710484028e-05,1105.6241076999577,0.015549700008705258,0.0017167000332847238,0.0017167000332847238,1106.1260585000273,1106.1260585000273,1106.1260585000273,0.017525200033560395,-82.0,-131.0,1,0,0,1.4718713000183925,'click_2',1.3599987141788006e-05,0.015638899989426136,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M03-Surprise-Face Forward.mp4,surprised,full,maschio,4,6,720,576,52,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,50,50,51,,,0.1354888000059873,1109.2257903999416,0.14287129999138415,0.0007362999022006989,0.0007362999022006989,1115.2020891000284,1115.2020891000284,0.016560799907892942,43.0,-204.0,1,0,0,2.877361400052905,'click_1',1.3599987141788006e-05,1118.0800100000342,0.015551900025457144,0.001538399956189096,0.001538399956189096,1118.5818718000082,1118.5818718000082,1118.5818718000082,0.017470199964009225,42.0,-199.0,1,0,0,1.4549093999667093,'click_2',1.379998866468668e-05,0.015831899945624173,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F03-Joy-Face Forward.mp4,happy,full,femmina,2,6,720,576,42,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,51,51,41,,,0.13471839996054769,1121.6636690000305,0.14197560003958642,0.0007339000003412366,0.0007339000003412366,1127.6410268000327,1127.6410268000327,0.016426799935288727,165.0,120.0,1,0,0,2.0741529999068007,'click_1',1.4099990949034691e-05,1129.7157327999594,0.015418300055898726,0.001343499985523522,0.001343499985523522,1130.2176116999472,1130.2176116999472,1130.2176116999472,0.017340300022624433,165.0,118.0,1,0,0,1.4551657000556588,'click_2',1.4399993233382702e-05,0.015471299993805587,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F01-Fear-Face Forward.mp4,fear,full,femmina,1,6,720,576,29,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,52,52,28,,,0.13606699998490512,1133.3010744999629,0.14347100001759827,0.0007266000611707568,0.0007266000611707568,1139.2773532000137,1139.2773532000137,0.016411300050094724,-81.0,-121.0,1,0,0,1.1374271000968292,'click_1',1.3399985618889332e-05,1140.415388399968,0.015454299980774522,0.0015254999743774533,0.0015254999743774533,1140.9173387000337,1140.9173387000337,1140.9173387000337,0.017412999994121492,-79.0,-122.0,1,0,0,0.9698908999562263,'click_2',1.4699995517730713e-05,0.015518499887548387,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Disgust.mp4,disgusted,subtle,maschio,7,10,1646,926,11,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,53,53,10,,,0.13937959994655102,1143.5189737000037,0.1470320998923853,0.0007218000246211886,0.0007218000246211886,1153.8922135999892,1153.8922135999892,0.01636280003003776,-131.0,-84.0,1,0,0,2.4757751000579447,'click_1',1.5199999324977398e-05,1156.3685749999713,0.015459500020369887,0.001320800045505166,0.001320800045505166,1156.87043609994,1156.87043609994,1156.87043609994,0.017347700078971684,-22.0,-142.0,1,0,0,0.8530591999879107,'click_2',1.4399993233382702e-05,0.015713500091806054,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F03-Sadness-Face Forward.mp4,sad,full,femmina,2,6,720,576,46,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,54,54,45,,,0.1364074000157416,1159.3520683000097,0.14378420007415116,0.0007365000201389194,0.0007365000201389194,1165.327488400042,1165.327488400042,0.016328300000168383,-23.0,-193.0,1,0,0,1.2040478999260813,'click_1',1.3599987141788006e-05,1166.5322931000264,0.015546299982815981,0.0015053999377414584,0.0015053999377414584,1167.034140200005,1167.034140200005,1167.034140200005,0.017413800000213087,-42.0,-196.0,1,0,0,2.1248791000107303,'click_2',1.3399985618889332e-05,0.015421699965372682,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F01-Sadness-Face Forward.mp4,sad,full,femmina,1,6,720,576,45,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,55,55,44,,,0.1356156999245286,1170.7870409999741,0.1430372999748215,0.0007127999560907483,0.0007127999560907483,1176.7632122000214,1176.7632122000214,0.016405300004407763,-54.0,-211.0,1,0,0,1.2038544999668375,'click_1',1.4599994756281376e-05,1177.9677503999555,0.015588799957185984,0.0016072000144049525,0.0016072000144049525,1178.4697381999576,1178.4697381999576,1178.4697381999576,0.017590499948710203,0.0,0.0,1,0,0,0.3507531000068411,'click_2',1.3599987141788006e-05,0.015523099922575057,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
